date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:52:51	185214/185214	---M--	200	added ('OK')	text/html	etag:%22+dnrPFKCO8wmqMZFYzs0D/qSey0=%22	https://learn.microsoft.com/en-us/aspnet/core/mvc/models/validation?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/mvc/models/validation553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:51	55379/55379	---M--	200	added ('OK')	text/html	etag:%22Q0QUj/rnjs0ZlYjq/CWEH4DPGEM=%22	https://learn.microsoft.com/en-us/aspnet/core/fundamentals/middleware/request-response?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/fundamentals/middleware/request-response553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:52	192876/192876	---M--	200	added ('OK')	text/html	etag:%22rGCO1kbGm1MxDAbNuoxobWyfMHQ=%22	https://learn.microsoft.com/en-us/aspnet/core/fundamentals/middleware/?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/fundamentals/middleware/index553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:53	182484/182484	---MC-	200	added ('OK')	text/html	etag:%22W8oh9LnYMiMVm4TTXWWsnFmsHmY=%22	https://learn.microsoft.com/en-us/aspnet/core/fundamentals/url-rewriting?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/fundamentals/url-rewriting553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:53	53589/53589	---M--	200	added ('OK')	text/html	etag:%22kjwlNbqnkkyNDvY3+JjSO2F5AHA=%22	https://learn.microsoft.com/en-us/aspnet/core/migration/80-90?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/migration/80-90553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:55	90395/90395	---M--	200	added ('OK')	text/html	etag:%22Q2ac2VYvzMs4jwi+thubF+H2tVs=%22	https://learn.microsoft.com/en-us/aspnet/core/migration/70-80?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/migration/70-80553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:55	56341/56341	---M--	200	added ('OK')	text/html	etag:%22x0EQrT9wGazXTKlkEmn3dMDpqWo=%22	https://learn.microsoft.com/en-us/aspnet/core/migration/60-70?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/migration/60-70553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:56	87219/87219	---M--	200	added ('OK')	text/html	etag:%22i0yW+J2qiqMe7N8luWkG8W3F/Wo=%22	https://learn.microsoft.com/en-us/aspnet/core/migration/50-to-60?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/migration/50-to-60553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:52:58	61042/61042	---M--	200	added ('OK')	text/html	etag:%228l1T4AArtufrovgHe21bUK0kgS4=%22	https://learn.microsoft.com/en-us/aspnet/core/migration/50-to-60-samples?view=aspnetcore-9.0	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/migration/50-to-60-samples553c.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
00:53:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2014:53:02%20GMT	https://learn.microsoft.com/en-us/aspnet/core/migration/	~/websites/aspnet-docs/learn.microsoft.com/en-us/aspnet/core/migration/index.html	(from https://learn.microsoft.com/en-us/aspnet/core/?view=aspnetcore-9.0)
